City ID,City Name,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date
3698359,Chicama,PE,-7.84,-79.15,23.02,71,98,1.23,1585384443
2022317,Khor,RU,47.89,134.95,-1.26,78,100,4.32,1585384444
2294915,Takoradze,GH,4.88,-1.76,29.06,73,11,2.16,1585384211
1895695,Kushima,JP,31.46,131.23,15,93,90,2.1,1585384444
3455029,Paratinga,BR,-12.69,-43.18,21,94,57,1.5,1585384444
5554428,Ketchikan,US,55.34,-131.65,4,93,90,1.5,1585384435
2618795,Klaksvík,FO,62.23,-6.59,2,59,84,3.6,1585384445
610091,Chingirlau,KZ,51.09,54.08,7.14,66,96,3.15,1585384445
1491230,Sovetskiy,RU,61.36,63.58,3.57,71,90,4.68,1585384445
2122605,Okhotsk,RU,59.38,143.3,-4.11,95,100,4.51,1585384445
300808,Silifke,TR,36.38,33.93,17.67,60,30,3.66,1585384445
2688250,Norrtälje,SE,59.76,18.7,8.33,56,13,5.1,1585384361
3911925,La Paz,BO,-16.5,-68.15,5,93,75,2.6,1585384270
3336897,La Rioja,ES,42.25,-2.5,5,86,18,2.6,1585384446
3393536,Olinda,BR,-8.01,-34.86,26,88,40,2.1,1585384446
533933,Lovozero,RU,68,35.01,1.17,90,100,4.83,1585384446
3835869,Santiago del Estero,AR,-27.8,-64.26,17.84,90,8,1.8,1585384447
5530022,San Angelo,US,31.46,-100.44,22.22,73,20,5.7,1585384447
3347353,Menongue,AO,-14.66,17.69,21.51,55,92,2.77,1585384447
3663475,Maraã,BR,-1.83,-65.37,23.55,91,100,0.72,1585384447
2293549,Abengourou,CI,6.73,-3.5,28.28,69,17,1.85,1585384448
1255816,Sompeta,IN,18.93,84.6,34.66,41,0,4.71,1585384448
3471451,Arraial do Cabo,BR,-22.97,-42.03,23.84,77,0,3.63,1585384448
4565346,Hatillo,PR,18.49,-66.83,23.89,100,1,3.13,1585384448
1260206,Pāsighāt,IN,28.07,95.33,25.65,54,92,0.41,1585384449
1513990,Gazli,UZ,40.13,63.45,16.64,24,0,1.4,1585384449
2108857,Gizo Government Station,SB,-8.1,156.84,28.54,73,88,2.67,1585384449
2152659,Port Macquarie,AU,-31.43,152.92,20.56,82,75,5.7,1585384395
2142316,Yeppoon,AU,-23.13,150.73,26,69,6,5.1,1585384450
3623601,Guácimo,CR,10.21,-83.68,20,60,5,4.6,1585384450
1688781,City of San Pedro,PH,14.35,121.02,34,38,20,5.7,1585384450
2120591,Tilichiki,RU,60.47,166.1,-10.25,95,97,2.34,1585384451
2516542,Huercal Overa,ES,37.39,-1.95,4.44,99,94,2.12,1585384451
53654,Mogadishu,SO,2.04,45.34,32,59,20,5.1,1585384257
3386467,Terra Santa,BR,-2.1,-56.49,23.56,95,100,1.17,1585384452
1526038,Atbasar,KZ,51.8,68.33,0.01,87,35,3.71,1585384452
1529660,Aksu,CN,41.12,80.26,15.25,19,100,1.95,1585384396
1687894,Santa Rosa,PH,14.31,121.11,34,38,20,5.7,1585384273
2620134,Holeby,DK,54.71,11.46,8.89,53,0,1.79,1585384452
1852357,Shimoda,JP,34.67,138.95,19.44,82,75,5.1,1585384453
339551,Dejen,ET,10.17,38.13,25.33,13,51,0.37,1585384453
3939168,Huarmey,PE,-10.07,-78.15,23.15,78,100,1.58,1585384453
686090,Asău,RO,46.43,26.4,12.22,49,36,4.6,1585384454
687557,Zatoka,UA,46.07,30.47,11,40,2,5,1585384454
1500399,Lokosovo,RU,61.13,74.82,-0.62,96,99,5.89,1585384454
1068971,Antsohihy,MG,-14.88,47.99,27.19,81,96,1.12,1585384454
6620339,Karratha,AU,-20.74,116.85,34.27,43,63,5.96,1585384455
1790437,Zhuhai,CN,22.28,113.57,24,88,40,2.1,1585384455
2686162,Oskarshamn,SE,57.26,16.45,9.44,60,0,1.5,1585384443
2654970,Brae,GB,60.4,-1.35,4,72,41,11.8,1585384455
2022773,Khandyga,RU,62.67,135.6,-12.82,93,100,0.42,1585384456
3437056,San Lorenzo,PY,-25.33,-57.53,22,83,75,2.52,1585384456
5826559,Green River,US,41.53,-109.47,-6,79,1,8.7,1585384456
3020850,Draguignan,FR,43.53,6.47,15.56,54,46,4.1,1585384456
3139597,Sistranda,NO,63.73,8.83,2,55,75,11.3,1585384457
778707,Mehamn,NO,71.04,27.85,-2.47,93,100,12.16,1585384457
3899695,Ancud,CL,-41.87,-73.82,10,100,100,2.6,1585384457
1632694,Pangkalanbuun,ID,-2.68,111.62,28.34,78,96,1.93,1585384457
1529195,Shihezi,CN,44.3,86.03,12.88,28,29,1.87,1585384457
3792394,Mapiripán,CO,2.89,-72.13,25.38,70,83,0.41,1585384458
5524849,Lamesa,US,32.74,-101.95,14,24,40,11.3,1585384458
3522526,Nuevo Progreso,MX,23.17,-97.95,22.78,95,12,1.63,1585384458
2036973,Heihe,CN,50.24,127.49,3,27,20,5,1585384458
102527,Sakakah,SA,29.97,40.21,23,40,20,3.1,1585384459
1507116,Dudinka,RU,69.41,86.18,-12,85,40,5,1585384325
5134295,Rome,US,43.21,-75.46,0.56,86,1,1.5,1585384445
4787534,Sterling,US,39.01,-77.43,12.78,93,90,3.6,1585384459
3661944,Tefé,BR,-3.35,-64.71,23.57,96,99,0.92,1585384459
2027296,Aykhal,RU,66,111.5,-8,78,75,3,1585384460
1174451,Keti Bandar,PK,24.14,67.45,26.62,57,0,6.97,1585384460
535839,Leshukonskoye,RU,64.9,45.76,1.72,95,100,3.78,1585384460
5955902,Fort Nelson,CA,58.81,-122.7,-20,70,75,3.1,1585384460
4021858,Guerrero Negro,MX,27.98,-114.06,13.98,72,0,5.37,1585384461
3374333,Praia,CV,14.92,-23.51,21,64,75,7.7,1585384441
3984997,San Quintín,MX,30.48,-115.95,12.11,68,0,3.01,1585384461
632978,Vaasa,FI,63.1,21.62,4,51,40,5.7,1585384461
2398073,Mouila,GA,-1.87,11.06,31.57,63,55,0.96,1585384461
2064735,Nhulunbuy,AU,-12.23,136.77,29,70,40,5.1,1585384462
1717550,Cayhagan,PH,9.67,122.43,29.65,71,88,3.45,1585384462
1650434,Bambanglipuro,ID,-7.95,110.28,29.16,74,100,2.68,1585384462
1106643,Quatre Cocos,MU,-20.21,57.76,30,70,40,2.6,1585384463
2023778,Gusinoye Ozero,RU,51.11,106.26,6.38,43,2,0.25,1585384463
1806445,Ji’an,CN,27.12,114.98,11.78,75,98,2.94,1585384225
1214026,Sabang,ID,5.89,95.32,29.42,68,26,3.58,1585384463
5924351,Clyde River,CA,70.47,-68.59,-11,66,1,9.3,1585384463
2119283,Zyryanka,RU,65.75,150.85,-3.9,91,100,9.23,1585384464
1513087,Nurota,UZ,40.56,65.69,17,12,0,2.1,1585384464
3374083,Bathsheba,BB,13.22,-59.52,25,78,40,5.7,1585384464
556268,Ostrovnoy,RU,68.05,39.51,1.1,94,96,7.5,1585384464
214389,Kaniama,CD,-7.57,24.18,25.99,60,89,0.8,1585384465
1492607,Severnoye,RU,56.35,78.36,0,90,99,5.18,1585384465
1856392,Muroto-misakicho,JP,33.28,134.15,14,82,75,8.2,1585384465
7671223,Kloulklubed,PW,7.04,134.26,28,78,90,4.1,1585384465
2016307,Solnechnyy,RU,50.72,136.63,-6.49,86,86,2.63,1585384466
2090021,Namatanai,PG,-3.67,152.43,27.64,74,100,1.01,1585384466
3838793,Río Tercero,AR,-32.17,-64.11,15.29,84,5,2.17,1585384466
3869716,Tocopilla,CL,-22.09,-70.2,19.91,44,27,1.03,1585384466
3664716,Canutama,BR,-6.53,-64.38,23.58,96,100,1.08,1585384466
2436400,Ati,TD,13.22,18.34,38.82,9,49,6.42,1585384467
1637001,Luwuk,ID,-0.95,122.79,29.07,72,100,1.82,1585384467
1645528,Denpasar,ID,-8.65,115.22,30,84,40,3.6,1585384292
1242110,Kalmunai,LK,7.42,81.82,29.96,61,73,4.18,1585384468
520798,Nizhniy Baskunchak,RU,48.22,46.83,15.65,31,73,6.05,1585384468
5265702,Onalaska,US,43.88,-91.24,7,93,90,2.6,1585384468
5367788,Lompoc,US,34.64,-120.46,8.89,86,1,4.1,1585384468
293842,Kiryat Gat,IL,31.61,34.76,20.56,64,40,5.7,1585384468
1175296,Kalat,PK,29.02,66.59,13.84,18,9,5.49,1585384469
780687,Berlevåg,NO,70.86,29.09,-1.35,97,100,14.36,1585384469
1505529,Irbeyskoye,RU,55.64,95.45,2.15,72,94,6.47,1585384469
6316343,Alta Floresta,BR,-9.88,-56.09,20.88,90,99,0.95,1585384469
2360541,Gayéri,BF,12.65,0.49,34.76,8,58,4.67,1585384470
4007812,El Rosario,MX,24.26,-107.18,16.11,88,62,0.45,1585384470
477940,Ust-Tsilma,RU,65.44,52.15,1.23,91,100,3.79,1585384470
1734971,Pekan,MY,3.48,103.4,32,75,40,2.6,1585384470
3897347,Calama,CL,-22.47,-68.93,8,65,0,7.2,1585384471
6541257,Monopoli,IT,40.96,17.29,14,71,40,2.6,1585384471
1860335,Kamogatachō-kamogata,JP,34.53,133.58,10,93,75,2.1,1585384471
5563397,Eureka,US,40.8,-124.16,9,87,90,1.5,1585384325
2864435,Neunkirchen,DE,49.35,7.18,12.22,57,56,4.1,1585384472
2027740,Amurzet,RU,47.7,131.1,1.53,66,42,4.46,1585384472
2146108,Traralgon,AU,-38.18,146.53,22.78,55,78,1.34,1585384472
1809858,Guangzhou,CN,23.12,113.25,23.89,53,75,5,1585384472
1254709,Tezu,IN,27.92,96.17,25.99,49,96,0.05,1585384472
293992,Ofakim,IL,31.31,34.62,20.56,27,72,0.45,1585384473
964712,Plettenberg Bay,ZA,-34.05,23.37,23.52,36,3,4.02,1585384473
863061,Usinsk,RU,65.99,57.53,-0.18,96,100,7.3,1585384473
2025456,Chernyshevskiy,RU,63.01,112.47,-3.36,92,100,4.21,1585384473
4453035,Asheboro,US,35.71,-79.81,20,88,1,1.6,1585384474
2178753,Kirakira,SB,-10.45,161.92,27.9,76,99,0.9,1585384474
6539213,Pachino,IT,36.72,15.09,15,81,40,2.1,1585384474
995573,Hoopstad,ZA,-27.83,25.91,25.77,21,9,5.05,1585384474
3981432,Todos Santos,MX,23.45,-110.22,19.44,73,23,6.19,1585384475
724784,Giraltovce,SK,49.11,21.52,12.22,40,14,3.6,1585384475
1516048,Khovd,MN,48.01,91.64,5.77,26,0,2.17,1585384475
3887127,Iquique,CL,-20.22,-70.14,19,68,23,2.1,1585384404
1803834,Liaocheng,CN,36.44,115.96,14.77,26,78,1.26,1585384475
3396016,Macapá,BR,0.04,-51.07,25,100,90,2.1,1585384295
2396853,Omboué,GA,-1.57,9.26,29.3,75,69,3.48,1585384476
1580240,Hue,VN,16.47,107.6,32,66,20,3.6,1585384269
1229989,Point Pedro,LK,9.82,80.23,28.5,65,52,5.6,1585384298
2640101,Poole,GB,50.72,-2,8.33,70,33,7.2,1585384477
3983805,Santa Rosalía,MX,27.32,-112.28,14.15,46,0,5.34,1585384477
3899539,Antofagasta,CL,-23.65,-70.4,15,93,20,3.6,1585384477
5916706,Carberry,CA,49.87,-99.36,-5,92,5,1,1585384477
218680,Boende,CD,-0.22,20.87,30.62,51,99,1.92,1585384477
2126710,Beringovskiy,RU,63.05,179.32,-16.12,87,0,6.21,1585384478
4946620,Palmer,US,42.16,-72.33,4.44,86,1,0.88,1585384478
3942259,Coracora,PE,-15.03,-73.78,9.39,31,100,0.17,1585384478
2229798,Kousséri,CM,12.08,15.03,35,10,4,5.7,1585384478
2646557,Horsham,GB,51.06,-0.33,8.33,70,55,5.7,1585384403
139223,Chālūs,IR,36.66,51.42,14,82,40,3.1,1585384479
2229752,Kumba,CM,4.64,9.45,29.89,65,97,0.63,1585384479
156963,Kishapu,TZ,-3.62,33.87,20.55,61,99,3.3,1585384479
5914132,Campbell River,CA,50.02,-125.24,8,93,90,5.1,1585384480
3853510,Jesús María,AR,-30.98,-64.09,17.78,100,20,3.1,1585384480
2194098,Ahipara,NZ,-35.17,173.17,15.97,75,0,5.34,1585384480
3094633,Krosno Odrzańskie,PL,52.05,15.1,11.67,61,0,1,1585384481
3929611,San Jerónimo,PE,-11.95,-75.28,8.87,28,100,1.47,1585384481
3394023,Natal,BR,-5.79,-35.21,24,100,75,2.1,1585384393
3446880,Tapes,BR,-30.67,-51.4,20.99,86,100,4.21,1585384482
634093,Tornio,FI,65.85,24.15,3,44,0,8.2,1585384482
961226,Ritchie,ZA,-29.04,24.6,22,64,0,8.2,1585384482
2121373,Seymchan,RU,62.88,152.43,-4.27,92,100,1.83,1585384482
962367,Richards Bay,ZA,-28.78,32.04,25.62,59,5,6.06,1585384483
1698289,Pundaguitan,PH,6.37,126.17,27.87,75,100,6.24,1585384483
1795632,Shenjiamen,CN,29.96,122.3,9.1,76,100,11.19,1585384483
1607730,Phibun Mangsahan,TH,15.24,105.23,39,33,20,2.1,1585384483
2643044,Margate,GB,51.38,1.39,10.56,75,21,6.7,1585384375
2063056,Port Augusta,AU,-32.5,137.77,31,10,99,5.1,1585384484
509026,Plesetsk,RU,62.71,40.29,5.4,69,100,5.27,1585384484
333795,Jijiga,ET,9.35,42.8,24.54,28,100,1.45,1585384484
1502073,Krasnosel'kup,RU,65.7,82.47,-5.35,96,100,8.27,1585384484
1497337,Kayerkan,RU,69.35,87.76,-12,85,40,5,1585384485
151479,Njombe,TZ,-9.33,34.77,22.75,37,95,1.83,1585384485
149854,Sirari,TZ,-1.23,34.43,18.11,61,100,1.64,1585384485
2013923,Ust'-Kut,RU,56.79,105.77,0.81,79,100,4.84,1585384486
2304548,Anloga,GH,5.79,0.9,29,74,20,4.6,1585384486
3372783,Ponta Delgada,PT,37.73,-25.67,14,76,20,4.1,1585384486
3353871,Otjimbingwe,NA,-22.35,16.13,30.82,17,0,2.88,1585384487
1498283,Mugur-Aksy,RU,50.35,90.5,-2.47,39,40,2.58,1585384487
4035249,Lufilufi,WS,-13.87,-171.6,26.67,88,87,1.34,1585384487
3385077,Conde,BR,-7.26,-34.91,24,100,40,1.5,1585384487
2326168,Ilesha,NG,7.14,5.26,29.17,63,75,2.08,1585384487
934649,Cap Malheureux,MU,-19.98,57.61,30,70,40,2.6,1585384488
2181625,Te Anau,NZ,-45.42,167.72,9.02,72,4,2.16,1585384488
347634,Ţahţā,EG,26.77,31.5,22,43,0,7.2,1585384488
3430340,Oberá,AR,-27.49,-55.12,21.32,56,100,1.04,1585384488
3354876,Okakarara,NA,-20.58,17.43,28.4,28,5,4.07,1585384489
539511,Kuli,RU,42.02,47.24,14,62,40,3.1,1585384489
738647,Trabzon Province,TR,40.92,39.83,10,93,75,0.33,1585384489
1737486,Bintulu,MY,3.17,113.03,28,88,75,3.03,1585384489
315621,Emirdağ,TR,39.02,31.15,9.39,55,100,5.38,1585384489
3393106,Paragominas,BR,-2.97,-47.48,22.37,95,100,1.01,1585384490
2511930,Requena,ES,39.49,-1.1,12.22,76,20,2.6,1585384490
5158275,Huron,US,41.15,-82.55,12.22,87,90,3.1,1585384203
2038446,Baoqing,CN,46.33,132.21,1.14,69,38,4.34,1585384490
1793899,Suicheng,CN,33.9,117.93,13.35,36,4,2.34,1585384491
3128174,Bermeo,ES,43.42,-2.72,10.56,81,42,2.1,1585384474
5364022,La Palma,US,33.85,-118.05,13.33,71,1,2.6,1585384491
1271883,Firozpur,IN,30.92,74.6,24,60,40,4.6,1585384491
694392,Shabo,UA,46.13,30.39,11,40,3,5,1585384492
3466750,Cassilândia,BR,-19.11,-51.73,20.78,83,100,1.93,1585384492
4465088,Elizabeth City,US,36.29,-76.25,16.11,93,90,1.5,1585384492
3435261,Concordia,AR,-31.39,-58.02,21.11,90,85,0.89,1585384492
5919850,Chapais,CA,49.78,-74.85,-19,77,1,1,1585384492
3601402,Savannah Bight,HN,16.45,-85.85,26.2,80,1,10.33,1585384493
3894426,Coyhaique,CL,-45.58,-72.07,7,87,20,1.5,1585384493
3663495,Manoel Urbano,BR,-8.84,-69.26,22.87,93,100,1.06,1585384493
2742765,Areosa,PT,41.72,-8.86,14.44,61,86,3.6,1585384493
1269153,Jatāra,IN,25.02,79.05,34.18,16,0,4.34,1585384494
258175,Lixouri,GR,38.2,20.43,16,93,75,2.1,1585384494
779350,Karasjok,NO,69.47,25.51,-3,79,100,26.2,1585384494
3402648,Carutapera,BR,-1.2,-46.02,26.11,84,97,3.41,1585384419
5847486,Kailua,US,21.4,-157.74,25,69,75,5.7,1585384494
4328010,Houma,US,29.6,-90.72,25,83,75,6.2,1585384495
